id,level,topic,title,metric_status,lexical_flags,editorial_result,action,evidence_terms,editorial_note
s1351,3,People and biography,Peter Walsh: The Work Behind the Work,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1352,3,People and biography,Inez Silva: The Work Behind the Work,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,collaboration; conditions; confidence; constraint; contribution; developed; dramatic; evidence; explained; influenced,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1353,3,People and biography,Omar Reed: The Work Behind the Work,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,crossings; accounts; although; colleagues; combined; conditions; confidence; contributors; credited; everyday,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1354,3,People and biography,Keiko Tan: The Work Behind the Work,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,attention; children's; families; librarian; belonging; experience; failures; generations; information; languages,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1355,3,People and biography,Mateo Cruz: The Work Behind the Work,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1356,3,People and biography,Sara Lind: The Work Behind the Work,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1357,3,People and biography,Theo Martin: The Work Behind the Work,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,performances; accessible; afterward; audience; collaboration; colleagues; conditions; confidence; constraint; contribution,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1358,3,People and biography,Priya Das: The Work Behind the Work,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,different; accounts; achievement; although; colleagues; conflicting; connects; contributors; credited; drainage,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1359,3,People and biography,Marcus Green: The Work Behind the Work,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,attention; community; experience; musician; neighborhood; rehearsal; belonged; orchestra; organized; ownership,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1360,3,People and biography,Yara Nasser: The Work Behind the Work,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1361,3,People and biography,Finn Osei: The Work Behind the Work,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,accurate; arrivals; connected; everyone; explanations; hearings; including; language; languages; prepared,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1362,3,People and biography,Leah Park: The Work Behind the Work,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,community; explained; families; material; mattered; national; photographs; protected; received; remained,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1363,3,People and biography,Ravi Mehta: The Work Behind the Work,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,district; accounts; achievement; although; challenge; contributors; different; documenting; everyday; finished,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1364,3,People and biography,Sofia Almeida: The Work Behind the Work,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,attention; experience; approached; behavior; distance; disturbing; encourage; photographer; pictures; pressure,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1365,3,People and biography,Daniel Cho: The Work Behind the Work,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1366,3,People and biography,Fatima Noor: The Work Behind the Work,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,commercial; district; adapting; architect; buildings; confidence; continued; important; measured; networks,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1367,3,People and biography,Henry Cole: The Work Behind the Work,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,accounts; achievement; although; collaboration; constraint; contribution; contributors; dramatic; explained; finished,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1368,3,People and biography,Anika Bose: The Work Behind the Work,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,understand; agreements; brilliance; challenge; contracts; depended; documenting; everyday; explanations; families,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1369,3,People and biography,Gabriel Stone: The Work Behind the Work,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,attention; station's; anything; documented; experience; illusion; mechanism; observed; original; removing,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1370,3,People and biography,Mina Rahman: The Work Behind the Work,vocabulary-review,low-frequency,approved-after-review,retain-topic-vocabulary,cooks; delays; dependable; kitchens; pickup; scattered; shelters; unclear,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s1371,4,People and biography,Arthur Vale: The Work Behind the Work,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1372,4,People and biography,Zoe Bennett: The Work Behind the Work,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1373,4,People and biography,Maya Chen: A Wider Circle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1374,4,People and biography,Jon Bell: A Wider Circle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1375,4,People and biography,Amina Okafor: A Wider Circle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1376,4,People and biography,Luis Ortega: A Wider Circle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1377,4,People and biography,Hana Mori: A Wider Circle,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,practical; achievement; adapting; apprentices; brilliance; challenge; children; collaboration; constraint; contribution,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1378,4,People and biography,Samir Patel: A Wider Circle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1379,4,People and biography,Elena Rossi: A Wider Circle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1380,4,People and biography,David Kim: A Wider Circle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1381,4,People and biography,Nora Hassan: A Wider Circle,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,disappeared; memories; accounts; although; believed; colleagues; conditions; confidence; contributors; credited,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1382,4,People and biography,Peter Walsh: A Wider Circle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1383,4,People and biography,Inez Silva: A Wider Circle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1384,4,People and biography,Omar Reed: A Wider Circle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1385,4,People and biography,Keiko Tan: A Wider Circle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1386,4,People and biography,Mateo Cruz: A Wider Circle,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,visitors; practical; welcoming; accounts; achievement; although; colleagues; conditions; confidence; connected,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1387,4,People and biography,Sara Lind: A Wider Circle,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,failures; mechanic; practical; brilliance; collaboration; constraint; contribution; depended; dramatic; emergency,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1388,4,People and biography,Theo Martin: A Wider Circle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1389,4,People and biography,Priya Das: A Wider Circle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1390,4,People and biography,Marcus Green: A Wider Circle,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,belonged; neighborhood; orchestra; rehearsal; adapting; community; confidence; evidence; important; musician,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1391,5,People and biography,Yara Nasser: A Wider Circle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1392,5,People and biography,Finn Osei: A Wider Circle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1393,5,People and biography,Leah Park: A Wider Circle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1394,5,People and biography,Ravi Mehta: A Wider Circle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1395,5,People and biography,Sofia Almeida: A Wider Circle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1396,5,People and biography,Daniel Cho: A Wider Circle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1397,5,People and biography,Fatima Noor: A Wider Circle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1398,5,People and biography,Henry Cole: A Wider Circle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1399,5,People and biography,Anika Bose: A Wider Circle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1400,5,People and biography,Gabriel Stone: A Wider Circle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1401,5,People and biography,Mina Rahman: A Wider Circle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1402,5,People and biography,Arthur Vale: A Wider Circle,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,underground; limestone; practical; accounts; achievement; although; brilliance; challenge; colleagues; combined,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1403,5,People and biography,Zoe Bennett: A Wider Circle,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1404,5,People and biography,Maya Chen: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1405,5,People and biography,Jon Bell: Learning to Listen,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,affordable; confidence; industrial; reliable; transport; accounts; achievement; although; bicycles; colleagues,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1406,6,People and biography,Amina Okafor: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1407,6,People and biography,Luis Ortega: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1408,6,People and biography,Hana Mori: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1409,6,People and biography,Samir Patel: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1410,6,People and biography,Elena Rossi: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1411,6,People and biography,David Kim: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1412,6,People and biography,Nora Hassan: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1413,6,People and biography,Peter Walsh: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1414,6,People and biography,Inez Silva: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1415,6,People and biography,Omar Reed: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1416,6,People and biography,Keiko Tan: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1417,6,People and biography,Mateo Cruz: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1418,6,People and biography,Sara Lind: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1419,6,People and biography,Theo Martin: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1420,6,People and biography,Priya Das: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1421,7,People and biography,Marcus Green: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1422,7,People and biography,Yara Nasser: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1423,7,People and biography,Finn Osei: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1424,7,People and biography,Leah Park: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1425,7,People and biography,Ravi Mehta: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1426,7,People and biography,Sofia Almeida: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1427,7,People and biography,Daniel Cho: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1428,7,People and biography,Fatima Noor: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1429,7,People and biography,Henry Cole: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1430,7,People and biography,Anika Bose: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1431,7,People and biography,Gabriel Stone: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1432,7,People and biography,Mina Rahman: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1433,7,People and biography,Arthur Vale: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1434,7,People and biography,Zoe Bennett: Learning to Listen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1435,7,People and biography,Maya Chen: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1436,8,People and biography,Jon Bell: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1437,8,People and biography,Amina Okafor: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1438,8,People and biography,Luis Ortega: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1439,8,People and biography,Hana Mori: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1440,8,People and biography,Samir Patel: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1441,8,People and biography,Elena Rossi: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1442,8,People and biography,David Kim: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1443,8,People and biography,Nora Hassan: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1444,8,People and biography,Peter Walsh: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1445,8,People and biography,Inez Silva: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1446,9,People and biography,Omar Reed: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1447,9,People and biography,Keiko Tan: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1448,9,People and biography,Mateo Cruz: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1449,9,People and biography,Sara Lind: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1450,9,People and biography,Theo Martin: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1451,9,People and biography,Priya Das: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1452,9,People and biography,Marcus Green: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1453,9,People and biography,Yara Nasser: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1454,9,People and biography,Finn Osei: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1455,9,People and biography,Leah Park: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1456,10,People and biography,Ravi Mehta: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1457,10,People and biography,Sofia Almeida: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1458,10,People and biography,Daniel Cho: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1459,10,People and biography,Fatima Noor: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1460,10,People and biography,Henry Cole: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1461,10,People and biography,Anika Bose: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1462,10,People and biography,Gabriel Stone: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1463,10,People and biography,Mina Rahman: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1464,10,People and biography,Arthur Vale: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1465,10,People and biography,Zoe Bennett: What Remained,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1466,1,Everyday life,The Cup Beside the Sink,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,everyone; question; returned,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1467,1,Everyday life,The Two Red Socks,vocabulary-review,low-frequency,approved-after-review,retain-topic-vocabulary,sock; folded; towel,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s1468,2,Everyday life,Lunch Under the Stairs,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1469,2,Everyday life,The Note on the Fridge,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1470,3,Everyday life,The Borrowed Blue Pen,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1471,3,Everyday life,The Soup Without Carrots,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,changing; conclusion; different; difficulty; mattered; ordinary; overlook; progress; remained; response,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1472,3,Everyday life,The Quiet Seat on the Bus,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1473,4,Everyday life,The Phone in the Freezer,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1474,4,Everyday life,The Sunday Repair Box,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,building; apartment; practical; belonged; concrete; everyone; experience; followed; happened; neighbors,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1475,4,Everyday life,The Last Slice Agreement,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1476,9,Everyday life,The Calendar That Knew Too Much,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1477,10,Everyday life,The Cost of a Convenient Return,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1478,1,Famous books,The Golden Goose and the Kind Son,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,youngest; brothers; everyone; kindness; traveler,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1479,2,Famous books,The Bremen Animals Find a Home,vocabulary-review,low-frequency,approved-after-review,retain-topic-vocabulary,donkey; rooster; robbers; frightened; robber; scratched,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s1480,2,Famous books,The Fisherman and the Talking Fish,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1481,2,Famous books,Sinbad in the Valley of Diamonds,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1482,3,Famous books,Robin Hood and the Poor Farmer,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1483,4,Famous books,The Tempest: Miranda Sees the Ship,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1484,4,Famous books,The Wind in the Willows: Mole Leaves Home,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1485,4,Famous books,A Christmas Carol: Dinner at the Cratchits,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1486,7,Famous books,Antigone and the Unwritten Law,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1487,9,Famous books,The Brothers Karamazov: Ivan's Question,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1488,10,Famous books,The Trial: Josef K. Seeks the Charge,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1489,1,Fantasy/stories,The Pebble That Sang,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1490,1,Fantasy/stories,The Cloud in the Barn,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1491,2,Fantasy/stories,The Door Under the Table,vocabulary-review,very-low-frequency,approved-after-review,retain-topic-vocabulary,crumb,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s1492,2,Fantasy/stories,The Lantern Fish of Willow Pond,vocabulary-review,low-frequency,approved-after-review,retain-topic-vocabulary,pond; capturing; floated; glow; tom's,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s1493,2,Fantasy/stories,The Tailor of Rain,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1494,3,Fantasy/stories,The Library of Sleeping Maps,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1495,3,Fantasy/stories,The Bridge That Remembered Names,vocabulary-review,low-frequency,approved-after-review,retain-topic-vocabulary,aloud; builders; copied; forgetting; kingdoms; moss; searched; travelers; vanished,単一の頻度指標のみ超過。固有の動植物名・科学語・文化語など、題材の核となる語を反復または説明のある文脈で維持。
s1496,4,Fantasy/stories,The Orchard Beyond Tuesday,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1497,4,Fantasy/stories,The Clockmaker's Dragon,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1498,4,Fantasy/stories,The House of Borrowed Weather,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1499,10,Fantasy/stories,The Ministry of Forgotten Dreams,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1500,10,Fantasy/stories,The Treaty Written on Water,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1501,1,History,The First Clay Bowl,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1502,1,History,The Stones Across the Stream,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1503,1,History,The Night Fire Watch,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1504,2,History,The Road Marked by Miles,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,distance; measured; measures; messages; mistakes; together; traveler,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1505,2,History,Paper Travels West,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1506,2,History,The Stars Above the Open Sea,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1507,3,History,Drains Beneath an Ancient City,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1508,3,History,The Runner on the Mountain Road,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,messenger; official; concrete; distance; followed; happened; mountain; networks; obstacle; practical,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1509,3,History,Books in the Desert City,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1510,3,History,The Assembly Beside the Rock,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,buildings; institutions; permanent; practice; repeated; abandoning; authority; competing; decision; decisions,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1511,3,History,Rules for the Market Bell,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,medieval; concrete; conflict; exchange; followed; happened; influence; measures; obstacle; practical,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1512,3,History,Fire Teams of the Castle Town,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1513,3,History,Messages Along the Wire,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,changing; specific; telegraph; connected; difficult; difficulty; examining; families; happened; operators,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1514,3,History,The First Public Vaccine Line,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,families; communication; decision; medicine; requires; abandoning; answered; evidence; immediate; possible,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1515,4,History,The Clock at Every Station,vocabulary-review,long-words,approved-after-review,retain-common-or-topic-words,different; managers; schedules; accidents; conclusion; mattered; ordinary; progress; response; slightly,単一の長語率指標のみ超過。低頻度語率と極低頻度語率は基準内で、日常語または題材の理解に必要な語を文脈付きで維持。
s1516,6,History,Counting a Moving Population,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1517,6,History,Print Shops and Public Argument,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1518,6,History,Petitions Against Bondage,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1519,9,History,The Archive After Independence,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1520,1,Nature and animals,The Snail After Rain,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1521,1,Nature and animals,The Sparrow's Bath,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1522,2,Nature and animals,The Rabbit's Winter Door,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
s1523,2,Nature and animals,The Ant Road Around the Stone,within-guardrails,,pass,no-further-change,,Level別の語彙・構文ガードレール内。
